circut_length,compound,tyre_life
5.513,MEDIUM,26.0
5.513,HARD,30.0
5.513,MEDIUM,26.0
5.513,HARD,30.0
5.513,MEDIUM,26.0
5.513,HARD,30.0
5.513,HARD,28.0
5.513,MEDIUM,28.0
5.513,MEDIUM,17.0
5.513,HARD,21.0
5.513,MEDIUM,18.0
5.513,MEDIUM,18.0
5.513,HARD,37.0
5.513,MEDIUM,3.0
5.513,MEDIUM,30.0
5.513,HARD,22.0
5.513,MEDIUM,13.0
5.513,MEDIUM,22.0
5.513,HARD,20.0
5.513,MEDIUM,27.0
5.513,HARD,29.0
5.513,HARD,36.0
5.513,MEDIUM,20.0
5.513,MEDIUM,31.0
5.513,HARD,20.0
5.513,SOFT,7.0
5.513,MEDIUM,31.0
5.513,HARD,25.0
5.513,HARD,39.0
5.513,MEDIUM,17.0
5.513,HARD,2.0
5.513,MEDIUM,21.0
5.513,HARD,35.0
5.513,HARD,40.0
5.513,MEDIUM,16.0
5.513,MEDIUM,15.0
5.513,HARD,40.0
5.513,MEDIUM,32.0
4.304,MEDIUM,32.0
4.304,HARD,39.0
4.304,MEDIUM,30.0
4.304,HARD,41.0
4.304,MEDIUM,31.0
4.304,HARD,38.0
4.304,SOFT,5.0
4.304,MEDIUM,28.0
4.304,HARD,43.0
4.304,MEDIUM,31.0
4.304,HARD,40.0
4.304,MEDIUM,26.0
4.304,HARD,45.0
4.304,MEDIUM,30.0
4.304,HARD,41.0
4.304,MEDIUM,39.0
4.304,HARD,32.0
4.304,MEDIUM,29.0
4.304,HARD,41.0
4.304,MEDIUM,28.0
4.304,HARD,42.0
4.304,MEDIUM,27.0
4.304,HARD,45.0
4.304,HARD,47.0
4.304,MEDIUM,23.0
4.304,HARD,48.0
4.304,MEDIUM,22.0
4.304,HARD,50.0
4.304,MEDIUM,22.0
4.304,HARD,44.0
4.304,MEDIUM,28.0
4.304,HARD,39.0
4.304,MEDIUM,26.0
4.304,SOFT,5.0
4.304,HARD,20.0
4.304,MEDIUM,23.0
4.304,MEDIUM,25.0
4.304,SOFT,2.0
4.304,MEDIUM,16.0
4.304,MEDIUM,1.0
6.201,MEDIUM,13.0
6.201,HARD,21.0
6.201,HARD,19.0
6.201,MEDIUM,13.0
6.201,HARD,15.0
6.201,HARD,24.0
6.201,MEDIUM,10.0
6.201,HARD,18.0
6.201,HARD,22.0
6.201,MEDIUM,9.0
6.201,HARD,22.0
6.201,HARD,19.0
6.201,MEDIUM,11.0
6.201,HARD,16.0
6.201,HARD,23.0
6.201,MEDIUM,9.0
6.201,HARD,21.0
6.201,HARD,18.0
6.201,SOFT,6.0
6.201,MEDIUM,10.0
6.201,HARD,15.0
6.201,HARD,25.0
6.201,MEDIUM,14.0
6.201,HARD,19.0
6.201,HARD,17.0
6.201,MEDIUM,10.0
6.201,HARD,20.0
6.201,HARD,22.0
6.201,HARD,17.0
6.201,MEDIUM,15.0
6.201,HARD,18.0
6.201,SOFT,4.0
6.201,HARD,21.0
6.201,HARD,27.0
6.201,MEDIUM,17.0
6.201,HARD,33.0
6.201,MEDIUM,12.0
6.201,HARD,24.0
6.201,HARD,16.0
6.201,HARD,16.0
6.201,MEDIUM,10.0
6.201,HARD,24.0
6.201,MEDIUM,10.0
6.201,HARD,20.0
6.201,HARD,23.0
6.201,MEDIUM,11.0
6.201,HARD,28.0
6.201,HARD,13.0
6.201,MEDIUM,12.0
6.201,HARD,33.0
6.201,SOFT,4.0
6.201,HARD,17.0
6.201,MEDIUM,18.0
6.201,HARD,14.0
6.201,MEDIUM,9.0
6.201,HARD,16.0
6.201,MEDIUM,10.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,MEDIUM,35.0
5.419,HARD,4.0
5.419,MEDIUM,35.0
5.419,HARD,1.0
5.419,MEDIUM,27.0
5.419,MEDIUM,36.0
5.419,HARD,22.0
5.419,MEDIUM,1.0
5.419,HARD,6.0
5.419,HARD,1.0
5.419,MEDIUM,27.0
5.419,HARD,30.0
5.419,MEDIUM,35.0
5.419,HARD,5.0
5.419,SOFT,17.0
5.419,MEDIUM,35.0
5.419,SOFT,20.0
5.419,SOFT,1.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,HARD,1.0
5.419,HARD,30.0
5.419,MEDIUM,9.0
5.419,MEDIUM,35.0
5.419,HARD,5.0
5.419,SOFT,17.0
5.419,MEDIUM,35.0
5.419,HARD,22.0
5.419,MEDIUM,34.0
5.419,HARD,23.0
5.419,MEDIUM,35.0
5.419,HARD,23.0
5.419,MEDIUM,24.0
5.419,HARD,12.0
5.419,HARD,22.0
5.419,MEDIUM,24.0
5.419,HARD,11.0
5.419,MEDIUM,30.0
5.419,MEDIUM,34.0
5.281,MEDIUM,29.0
5.281,HARD,29.0
5.281,MEDIUM,14.0
5.281,HARD,44.0
5.281,MEDIUM,1.0
5.281,MEDIUM,14.0
5.281,HARD,25.0
5.281,HARD,22.0
5.281,MEDIUM,20.0
5.281,HARD,38.0
5.281,MEDIUM,12.0
5.281,HARD,22.0
5.281,HARD,25.0
5.281,MEDIUM,12.0
5.281,HARD,17.0
5.281,HARD,1.0
5.281,SOFT,25.0
5.281,SOFT,5.0
5.281,MEDIUM,22.0
5.281,HARD,35.0
5.281,MEDIUM,12.0
5.281,HARD,45.0
5.281,MEDIUM,12.0
5.281,HARD,27.0
5.281,HARD,18.0
5.281,MEDIUM,13.0
5.281,HARD,45.0
5.281,MEDIUM,23.0
5.281,HARD,33.0
5.281,MEDIUM,26.0
5.281,HARD,32.0
5.281,MEDIUM,3.0
5.281,HARD,23.0
5.281,HARD,34.0
5.281,MEDIUM,25.0
5.281,MEDIUM,25.0
5.281,HARD,33.0
5.281,MEDIUM,22.0
5.281,HARD,35.0
5.281,MEDIUM,27.0
5.281,HARD,32.0
5.281,MEDIUM,6.0
5.281,HARD,24.0
5.281,MEDIUM,4.0
5.281,HARD,28.0
5.278,MEDIUM,12.0
5.278,HARD,13.0
5.278,HARD,11.0
5.278,HARD,14.0
5.278,HARD,12.0
5.278,MEDIUM,14.0
5.278,MEDIUM,11.0
5.278,MEDIUM,11.0
5.278,MEDIUM,14.0
5.278,MEDIUM,7.0
5.278,HARD,11.0
5.278,HARD,15.0
5.278,MEDIUM,40.0
5.278,HARD,10.0
5.278,HARD,11.0
5.278,MEDIUM,40.0
5.451,MEDIUM,14.0
5.451,HARD,42.0
5.451,MEDIUM,15.0
5.451,HARD,41.0
5.451,MEDIUM,14.0
5.451,HARD,42.0
5.451,MEDIUM,13.0
5.451,HARD,43.0
5.451,MEDIUM,11.0
5.451,HARD,45.0
5.451,MEDIUM,12.0
5.451,HARD,44.0
5.451,MEDIUM,20.0
5.451,HARD,36.0
5.451,HARD,26.0
5.451,MEDIUM,30.0
5.451,HARD,36.0
5.451,MEDIUM,20.0
5.451,MEDIUM,17.0
5.451,HARD,39.0
5.451,MEDIUM,12.0
5.451,HARD,21.0
5.451,HARD,23.0
5.451,HARD,18.0
5.451,MEDIUM,12.0
5.451,HARD,26.0
5.451,MEDIUM,11.0
5.451,HARD,45.0
5.451,MEDIUM,1.0
5.451,HARD,25.0
5.451,HARD,29.0
5.451,MEDIUM,20.0
5.451,HARD,35.0
5.451,MEDIUM,11.0
5.451,HARD,24.0
5.451,HARD,11.0
5.451,MEDIUM,15.0
5.451,MEDIUM,9.0
5.451,MEDIUM,15.0
5.451,HARD,41.0
5.451,MEDIUM,13.0
5.451,HARD,24.0
5.451,HARD,19.0
5.451,MEDIUM,10.0
5.807,MEDIUM,21.0
5.807,HARD,32.0
5.807,MEDIUM,21.0
5.807,HARD,32.0
5.807,MEDIUM,20.0
5.807,HARD,33.0
5.807,MEDIUM,21.0
5.807,HARD,32.0
5.807,MEDIUM,19.0
5.807,HARD,34.0
5.807,MEDIUM,31.0
5.807,HARD,22.0
5.807,HARD,30.0
5.807,MEDIUM,23.0
5.807,MEDIUM,25.0
5.807,HARD,28.0
5.807,MEDIUM,24.0
5.807,HARD,29.0
5.807,MEDIUM,23.0
5.807,HARD,31.0
5.807,MEDIUM,25.0
5.807,HARD,30.0
5.807,MEDIUM,23.0
5.807,HARD,30.0
5.807,MEDIUM,24.0
5.807,HARD,29.0
5.807,MEDIUM,33.0
5.807,SOFT,20.0
5.807,SOFT,15.0
5.807,HARD,38.0
5.807,MEDIUM,22.0
5.807,HARD,31.0
5.807,MEDIUM,33.0
5.807,SOFT,20.0
5.807,HARD,33.0
5.807,MEDIUM,21.0
5.807,HARD,31.0
5.807,MEDIUM,22.0
5.807,SOFT,9.0
5.807,HARD,22.0
